Unnamed: 0,host_response_time,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,instant_bookable,reviews_per_month
3,2,96.0,0,11,17,0,3,0,1.0,2.0,132,2,31,111,199,4.74,4.76,1,1.44
4,1,99.0,1,1,38,2,2,2,1.0,1.0,65,4,365,303,528,4.88,4.82,1,3.55
5,1,96.0,1,32,17,0,6,0,3.0,3.0,425,4,365,241,54,4.76,4.71,0,0.38
7,2,83.0,1,12,48,2,2,2,1.0,1.0,60,3,1125,350,224,4.73,4.74,0,1.95
8,1,100.0,1,3,17,0,2,0,1.0,1.0,141,4,30,19,123,4.85,4.8,0,0.98
9,2,57.0,0,18,32,2,2,2,1.0,1.0,78,1,90,340,2,5.0,5.0,0,0.34
12,2,40.0,0,12,9,0,4,0,2.0,2.0,197,4,180,212,32,4.87,4.68,0,0.27
13,1,56.0,0,31,19,0,2,0,1.0,1.0,195,3,1125,203,96,4.9,4.91,0,0.65
14,2,99.0,1,26,38,2,2,2,1.0,1.0,65,1,30,347,236,4.84,4.88,0,1.81
18,2,100.0,0,27,32,2,1,1,1.0,1.0,110,2,45,54,164,4.97,4.97,0,1.19
22,1,94.0,1,5,44,2,1,2,1.0,1.0,59,2,1125,204,424,4.81,4.96,0,2.85
26,1,99.0,1,13,38,2,2,2,1.0,1.0,82,2,365,196,592,4.85,4.84,1,3.97
29,1,93.0,1,29,44,2,2,2,1.0,1.0,45,8,1125,207,238,4.76,4.54,0,1.85
34,2,91.0,1,19,17,0,3,0,2.0,4.0,306,14,100,16,92,4.9,4.94,0,0.62
37,2,31.0,0,27,44,2,2,2,1.0,1.0,47,1,7,103,9,5.0,5.0,0,0.26
41,2,100.0,1,27,32,2,1,2,1.0,1.0,60,1,1125,86,86,4.89,4.91,0,0.63
49,2,99.0,1,7,38,2,2,0,1.0,1.0,45,2,1125,324,71,4.75,4.87,1,0.52
51,1,75.0,0,27,44,2,1,2,1.0,1.0,112,2,365,364,110,4.66,4.89,0,0.76
56,1,96.0,1,5,17,0,3,0,1.0,1.0,190,3,730,138,76,4.76,4.81,0,0.57
57,1,77.0,1,19,17,0,4,0,2.0,2.0,616,7,1125,214,31,5.0,4.84,0,0.69
58,2,89.0,0,31,17,0,4,0,2.0,2.0,190,2,1125,221,94,4.79,4.51,0,0.79
61,1,96.0,1,21,32,2,2,2,1.0,1.0,55,2,1125,358,31,4.93,4.93,0,0.22
62,2,64.0,1,12,48,2,6,2,3.0,3.0,86,1,90,334,277,4.87,4.87,0,2.03
64,0,100.0,1,30,38,2,1,2,1.0,1.0,29,2,200,285,101,4.81,4.89,0,0.77
66,2,100.0,1,21,17,0,6,0,2.0,3.0,120,3,1125,10,79,4.9,4.99,1,0.7
71,1,0.0,0,30,44,2,2,1,1.0,1.0,99,2,90,353,2,5.0,5.0,0,0.05
74,0,63.0,1,18,38,2,1,0,1.0,1.0,44,20,365,39,38,4.86,4.44,0,0.29
75,1,96.0,0,19,32,2,1,0,1.0,1.0,70,2,1125,11,23,4.83,4.78,0,0.2
77,2,92.0,0,27,44,2,2,2,1.0,1.0,70,3,90,88,255,4.81,4.79,1,1.89
79,2,100.0,0,21,44,2,3,2,1.0,2.0,70,1,365,346,545,4.61,4.77,1,4.04
80,2,92.0,0,18,17,0,4,0,2.0,3.0,313,3,90,220,72,4.69,4.76,1,0.53
82,0,42.0,0,18,17,0,2,0,1.0,1.0,140,7,50,40,67,4.81,4.81,0,0.52
84,2,83.0,1,12,17,0,3,0,1.0,1.0,120,6,365,0,130,4.76,4.69,0,1.0
91,2,100.0,1,19,17,0,2,0,1.0,1.0,150,90,1125,130,189,4.86,4.77,1,1.39
92,2,89.0,0,31,44,2,2,2,1.0,1.0,80,2,1125,291,235,4.85,4.85,0,1.81
95,2,100.0,1,26,18,0,3,0,1.0,2.0,170,3,730,354,17,4.81,5.0,1,0.28
96,2,89.0,0,21,17,0,4,0,1.0,5.0,100,1,60,324,44,4.78,4.84,0,0.34
99,1,52.0,0,31,48,2,1,2,1.0,1.0,48,3,20,13,115,4.74,4.75,0,0.89
101,0,68.0,1,18,44,2,2,2,1.0,2.0,40,4,760,134,9,4.67,4.89,0,0.24
103,0,90.0,0,29,17,0,3,0,1.0,1.0,192,2,365,218,193,4.7,4.78,1,1.37
106,2,98.0,1,11,9,0,12,0,4.0,5.0,693,1,365,325,307,4.56,4.45,0,2.58
109,0,65.0,1,18,42,2,1,1,1.0,1.0,109,4,730,341,57,4.93,4.89,0,0.49
110,2,95.0,1,18,17,0,2,0,1.0,1.0,140,7,200,251,213,4.82,4.53,1,1.63
115,1,57.0,0,27,38,2,1,2,3.0,1.0,60,2,90,352,6,5.0,5.0,0,0.11
116,2,100.0,1,27,32,2,2,2,1.0,1.0,65,1,180,255,381,4.76,4.88,0,2.69
117,2,100.0,1,22,48,2,2,2,1.0,1.0,38,8,1125,197,178,4.84,4.82,0,1.36
118,1,84.0,1,11,44,2,2,0,1.0,1.0,48,3,7,63,120,4.93,4.97,0,1.21
119,2,100.0,1,8,38,2,1,2,1.0,1.0,40,1,28,312,461,4.78,4.89,1,3.41
120,2,100.0,0,3,9,0,4,0,2.0,2.0,317,2,1125,78,11,4.91,4.91,0,0.64
121,2,100.0,1,23,44,2,2,2,1.0,1.0,35,1,7,101,93,4.76,4.78,1,1.03
122,2,100.0,1,23,32,2,1,0,1.0,1.0,30,1,365,101,45,4.68,4.65,1,0.34
125,1,88.0,0,12,17,0,4,0,2.0,2.0,135,3,1125,83,140,4.76,4.83,0,1.03
129,2,94.0,0,24,13,0,4,0,2.0,3.0,150,3,1125,206,42,4.39,4.07,0,0.31
132,2,86.0,0,22,38,2,1,2,1.0,1.0,36,2,28,198,103,4.94,4.92,0,0.8
144,2,93.0,0,19,66,0,2,0,1.0,1.0,117,2,1125,209,437,4.45,4.26,0,3.13
145,0,100.0,0,12,44,2,2,2,1.0,3.0,59,2,60,153,337,4.89,4.91,0,2.57
147,1,100.0,1,18,17,0,4,0,1.0,2.0,227,3,365,22,0,4.74234347618289,4.717493222771488,0,0.0
149,2,100.0,0,21,44,2,2,2,1.0,2.0,68,1,1125,351,499,4.62,4.76,1,3.72
153,2,98.0,1,26,17,0,3,0,1.0,1.0,75,4,9011,69,67,4.7,4.82,1,0.59
154,2,96.0,1,7,38,2,2,2,1.0,1.0,29,1,1125,341,46,4.54,4.61,0,0.4
156,1,78.0,0,18,11,0,2,0,1.0,1.0,122,3,365,166,261,4.83,4.93,0,1.87
157,2,100.0,0,31,44,2,2,2,1.0,2.0,42,2,730,0,216,4.57,4.86,1,1.55
160,1,88.0,1,10,32,2,2,2,1.0,1.0,41,4,365,219,165,4.61,4.56,0,1.18
161,1,100.0,0,12,9,0,5,0,2.0,3.0,210,3,1125,154,56,4.58,4.38,0,0.64
164,0,93.0,1,9,38,2,3,2,1.0,2.0,41,180,1125,347,50,4.86,4.9,0,0.39
165,2,100.0,0,22,17,0,5,0,2.0,2.0,120,4,365,257,92,4.4,4.43,0,0.69
166,2,100.0,0,32,17,0,4,0,2.0,3.0,336,5,365,256,22,4.7,4.67,0,0.16
174,0,69.0,0,3,32,2,1,2,2.0,1.0,50,3,180,313,75,4.82,4.74,0,0.53
185,2,73.0,0,19,17,0,4,0,2.0,2.0,233,5,365,57,118,4.76,4.75,0,1.01
188,2,100.0,0,32,44,2,2,2,1.0,1.0,100,1,365,331,354,4.54,4.61,1,2.68
192,1,68.0,1,29,38,2,1,0,1.0,1.0,55,3,365,163,65,4.84,4.71,0,0.46
195,2,94.0,1,5,38,2,4,2,1.0,1.0,77,1,365,76,164,4.96,4.84,0,1.32
196,2,99.0,1,32,22,0,4,0,2.0,3.0,204,2,30,161,598,4.91,4.9,1,4.29
197,2,94.0,1,5,13,0,9,0,3.0,3.0,457,2,365,126,45,4.69,4.4,0,0.5
198,0,56.0,0,29,17,0,2,0,1.0,2.0,90,5,365,169,42,4.32,4.03,0,0.33
200,0,80.0,1,19,17,0,3,0,1.0,1.0,297,14,365,180,6,4.83,5.0,0,0.05
201,1,83.0,1,9,48,2,1,2,1.0,1.0,30,7,730,139,35,4.89,4.8,0,0.3
202,2,56.0,1,1,38,2,2,2,1.0,1.0,70,2,30,338,7,5.0,4.71,0,0.07
207,0,70.0,1,24,48,2,1,2,1.0,1.0,40,7,1125,55,46,4.89,4.91,0,0.35
208,0,70.0,1,24,48,2,1,2,1.0,1.0,38,7,1125,31,42,4.8,4.95,0,0.32
210,2,100.0,1,12,17,0,2,0,1.0,1.0,141,5,90,10,73,4.83,4.9,0,0.55
212,2,100.0,0,21,44,2,2,5,1.0,1.0,32,2,14,103,230,4.6,4.73,0,1.79
215,2,0.0,0,21,44,2,2,0,1.0,1.0,29,2,31,301,1,5.0,5.0,0,0.01
219,1,96.0,1,5,17,0,3,0,1.0,1.0,188,3,90,134,64,4.7,4.89,0,0.52
223,0,70.0,1,24,48,2,1,2,1.0,3.0,40,7,1125,23,97,4.8,4.92,0,0.75
225,2,74.0,1,30,44,2,1,2,1.0,1.0,45,2,7,274,61,4.9,4.95,0,0.49
229,2,0.0,0,21,17,0,4,0,2.0,2.0,135,7,60,313,0,4.74234347618289,4.717493222771488,0,0.0
231,2,93.0,1,13,17,0,6,0,3.0,3.0,207,3,21,214,61,4.84,4.65,0,0.46
233,2,83.0,1,23,13,0,7,0,2.0,4.0,229,2,1125,90,5,4.8,4.6,0,0.08
240,2,64.0,1,11,17,0,4,0,2.0,2.0,150,4,30,18,94,4.67,4.67,0,0.75
246,1,55.0,1,12,48,2,3,0,1.0,1.0,121,4,21,87,170,4.71,4.78,0,1.22
247,2,92.0,1,13,38,2,2,2,1.0,1.0,200,4,28,362,72,4.96,4.96,0,0.62
248,1,59.0,1,21,44,2,2,2,1.0,1.0,65,4,1125,330,93,4.72,4.67,0,0.67
249,2,60.0,0,5,17,0,7,0,5.0,4.0,514,5,1125,95,26,4.92,4.62,0,0.21
253,1,96.0,1,5,17,0,3,0,1.0,2.0,200,3,1125,99,60,4.82,4.9,0,0.47
262,0,79.0,1,21,19,0,6,0,3.0,3.0,260,3,90,53,182,4.88,4.75,0,1.42
266,2,95.0,0,32,44,2,1,2,1.0,1.0,93,2,1125,41,141,4.85,4.87,0,1.09
267,2,88.0,1,11,44,2,2,2,1.0,1.0,50,1,31,330,17,4.82,4.94,0,0.13
269,2,100.0,1,10,48,2,2,1,1.0,2.0,36,3,1125,237,280,4.95,4.97,0,2.28
270,1,59.0,1,21,44,2,2,2,1.0,1.0,75,13,1125,125,25,4.92,4.75,0,0.19
277,0,91.0,1,11,17,0,2,0,1.0,1.0,175,21,180,38,92,4.95,4.93,0,0.73
282,1,89.0,1,19,9,0,2,0,1.0,2.0,95,2,2,12,142,4.77,4.85,0,1.11
287,0,65.0,0,1,38,2,1,2,1.0,1.0,23,1,1125,236,88,4.64,4.32,0,0.67
288,2,99.0,0,21,44,2,2,2,1.0,1.0,57,2,21,194,565,4.33,4.21,1,4.35
289,1,77.0,1,12,44,2,2,0,1.0,1.0,100,4,1125,285,63,4.97,4.98,0,0.5
291,2,87.0,0,11,9,0,3,0,1.0,1.0,149,5,300,250,139,4.63,4.63,1,1.09
293,2,97.0,0,11,32,2,2,1,1.0,1.0,73,5,40,9,174,4.98,4.95,0,1.34
303,2,92.0,1,3,48,2,2,1,1.0,1.0,89,2,31,305,91,4.82,4.8,0,0.7
304,1,79.0,0,21,17,0,3,0,1.0,2.0,128,4,1125,344,119,4.37,4.51,0,0.94
309,1,96.0,0,17,17,0,2,0,1.0,1.0,114,4,1125,258,51,4.84,4.9,0,0.41
312,2,100.0,1,11,38,2,2,1,1.0,1.0,49,2,1125,120,156,4.79,4.9,0,1.32
318,2,88.0,1,5,38,2,1,2,1.0,1.0,35,3,1125,133,72,4.78,4.6,0,0.55
319,2,96.0,0,23,26,2,2,2,1.0,2.0,85,2,30,234,36,4.76,4.89,0,0.29
321,2,80.0,1,27,32,2,1,1,1.0,1.0,135,3,365,256,141,4.79,4.87,0,1.25
328,2,68.0,0,18,38,2,2,2,1.0,3.0,71,2,14,312,15,4.67,3.93,0,0.12
329,2,96.0,1,31,44,2,2,2,1.0,2.0,95,1,31,321,354,4.85,4.82,1,2.71
331,2,85.0,0,3,44,2,2,0,1.0,1.0,36,3,21,153,101,4.9,4.89,0,0.78
332,2,82.0,1,32,17,0,4,0,2.0,2.0,254,5,1125,78,179,4.93,4.82,0,1.41
333,2,94.0,0,32,32,2,6,0,2.0,4.0,453,2,1125,70,35,4.6,4.46,0,0.27
334,1,100.0,0,32,17,0,4,0,2.0,2.0,500,1,1125,365,14,4.64,4.29,0,0.12
335,2,91.0,0,24,32,2,2,2,1.0,1.0,38,2,4,100,283,4.81,4.86,0,2.84
337,0,80.0,0,11,44,2,2,2,1.0,1.0,54,5,60,103,292,4.86,4.84,0,2.28
339,2,76.0,0,23,13,0,8,0,4.0,5.0,275,90,360,310,10,4.8,4.5,0,0.11
340,2,100.0,1,18,38,2,1,2,1.0,1.0,60,3,28,54,195,4.73,4.61,0,1.64
341,0,81.0,1,22,38,2,2,1,1.0,1.0,50,3,365,139,170,4.95,4.92,0,1.32
342,2,100.0,0,8,38,2,2,1,1.0,1.0,75,1,30,340,68,4.99,4.97,0,0.53
343,0,47.0,0,3,17,0,5,0,3.0,3.0,155,3,32,131,18,4.79,4.41,0,0.14
344,1,99.0,1,10,48,2,2,2,1.0,1.0,45,1,15,46,237,4.76,4.78,0,2.07
345,1,82.0,1,21,38,2,1,2,1.0,1.0,34,21,365,344,32,4.81,4.75,0,0.25
346,1,100.0,0,21,38,2,3,2,1.0,2.0,70,2,28,71,60,4.7,4.83,1,0.46
348,2,67.0,0,30,48,2,3,2,1.0,2.0,90,1,1125,365,2,4.0,4.0,0,0.02
350,2,61.0,1,32,48,2,1,1,1.0,1.0,60,3,1125,37,116,4.95,4.93,0,0.89
351,1,100.0,0,21,48,2,2,2,1.0,1.0,80,2,1125,81,84,4.78,4.78,0,0.64
353,0,0.0,0,22,38,2,2,0,1.0,1.0,35,1,31,343,51,4.8,4.94,0,0.4
355,1,100.0,0,21,48,2,2,2,1.0,1.0,75,2,30,124,18,4.59,4.69,1,0.14
356,2,100.0,0,32,44,2,2,1,1.0,1.0,80,1,1125,213,335,4.52,4.64,1,2.59
357,1,92.0,1,32,44,2,2,0,1.0,1.0,70,2,1125,0,146,4.82,4.85,0,1.59
358,2,22.0,0,31,38,2,2,0,1.0,1.0,65,1,1125,316,23,4.86,4.86,0,0.18
362,2,68.0,0,18,38,2,8,2,3.0,4.0,229,2,14,300,63,4.43,3.8,0,0.92
363,2,69.0,0,32,9,0,2,0,1.0,1.0,184,7,60,145,8,4.71,4.71,0,0.08
365,2,100.0,1,5,38,2,1,2,1.0,1.0,50,3,1125,306,397,4.81,4.74,0,3.18
366,2,92.0,0,12,17,0,4,0,1.0,2.0,120,2,10,234,88,4.66,4.38,0,0.7
367,0,92.0,1,29,44,2,2,2,1.0,1.0,95,3,1125,252,67,4.73,4.73,1,0.52
370,2,100.0,0,5,17,0,5,0,1.0,1.0,153,5,21,335,43,4.36,4.71,0,0.38
371,0,71.0,1,18,17,0,4,0,1.0,1.0,104,3,1125,232,102,4.4,4.18,0,0.82
373,2,99.0,1,8,17,0,4,0,2.0,2.0,60,5,200,155,126,4.82,4.78,0,1.06
374,2,92.0,1,26,38,2,2,2,1.0,1.0,43,1,1125,257,211,4.95,4.92,0,1.62
376,1,92.0,0,18,44,2,1,2,1.0,1.0,49,14,365,271,34,4.67,4.74,0,0.29
379,0,65.0,1,18,44,2,2,2,1.0,1.0,123,2,90,62,92,4.96,4.93,0,0.72
382,0,0.0,0,25,48,2,5,1,1.0,4.0,30,2,10,331,16,4.81,4.67,0,0.12
383,1,43.0,0,27,38,2,1,2,1.0,1.0,40,5,365,342,8,5.0,4.71,0,0.14
384,2,94.0,0,21,17,0,6,0,2.0,3.0,260,2,1125,55,106,4.53,4.52,0,0.86
388,2,96.0,0,23,26,2,3,2,1.0,2.0,85,2,30,228,46,4.67,4.93,0,0.45
390,2,56.0,1,1,38,2,2,2,1.0,2.0,70,2,30,356,7,4.71,4.71,0,0.1
394,2,100.0,1,18,17,0,4,0,2.0,2.0,155,3,28,1,39,4.57,4.68,1,0.3
398,2,98.0,1,11,48,2,2,2,1.0,1.0,90,1,7,156,50,4.92,4.98,1,0.49
399,0,0.0,0,19,17,0,3,0,2.0,2.0,200,30,1125,347,4,3.67,4.0,0,0.04
400,2,100.0,0,3,13,0,10,0,5.0,6.0,399,2,21,158,35,4.83,4.63,0,0.3
408,2,100.0,0,32,17,0,2,0,1.0,1.0,124,5,180,141,235,4.71,4.78,0,1.85
410,2,96.0,0,29,38,2,2,2,1.0,1.0,65,2,365,137,197,4.87,4.98,0,1.53
411,2,56.0,1,1,38,2,4,2,2.0,3.0,140,2,30,339,18,4.83,4.72,0,0.16
414,1,68.0,1,19,17,0,6,0,3.0,3.0,329,5,1125,48,29,4.93,4.48,0,0.25
415,1,27.0,0,1,38,2,1,2,1.0,1.0,33,1,21,312,23,4.9,4.76,0,0.18
417,2,100.0,1,7,48,2,2,2,1.0,1.0,35,1,31,84,19,4.95,4.79,0,0.19
419,2,92.0,1,18,44,2,1,2,1.0,1.0,58,3,45,278,119,4.92,4.84,0,0.92
420,0,62.0,0,6,17,0,2,0,1.0,1.0,160,4,14,14,110,4.95,4.95,0,0.87
421,0,36.0,0,11,17,0,2,0,1.0,1.0,58,2,10,119,58,4.87,4.91,0,0.46
428,0,100.0,0,27,17,0,4,0,2.0,2.0,114,2,180,96,39,4.57,4.49,0,0.32
430,2,100.0,0,11,17,0,2,0,1.0,2.0,165,2,14,339,41,4.76,4.68,1,0.37
431,2,100.0,1,22,48,2,2,1,1.0,1.0,46,2,30,13,65,4.77,4.68,0,0.51
434,2,100.0,0,13,38,2,2,0,1.0,2.0,54,3,1125,342,228,4.84,4.89,1,1.77
437,0,63.0,1,18,38,2,1,0,1.0,1.0,48,20,1125,22,32,4.73,4.59,0,0.3
439,0,35.0,1,11,44,2,1,1,1.0,1.0,80,5,1125,356,34,4.91,4.85,0,0.33
440,2,57.0,0,31,44,2,1,2,1.0,1.0,35,3,30,295,33,4.94,4.91,0,0.29
441,2,100.0,0,23,38,2,4,2,1.0,4.0,54,3,365,350,123,4.44,4.28,1,1.36
442,1,100.0,0,12,17,0,2,0,1.0,1.0,71,10,32,241,395,4.45,4.69,0,3.08
443,2,42.0,0,11,13,0,6,0,3.0,4.0,180,2,35,331,80,4.86,4.79,0,1.11
455,2,50.0,0,29,15,0,4,0,2.0,3.0,200,5,400,97,54,4.78,4.65,0,0.43
457,2,97.0,0,11,17,0,10,0,4.0,10.0,507,1,1125,349,175,4.54,4.37,0,1.36
459,1,57.0,0,27,9,0,2,0,1.0,2.0,120,31,120,118,75,4.93,4.93,0,0.59
460,2,97.0,0,11,17,0,10,0,4.0,9.0,507,1,90,349,175,4.53,4.35,0,1.4
465,2,95.0,1,18,17,0,2,0,1.0,1.0,106,5,1125,345,234,4.84,4.56,1,1.8
466,1,86.0,1,5,17,0,2,0,1.0,1.0,130,7,45,66,62,4.9,4.92,0,0.49
467,2,100.0,1,32,17,0,4,0,1.0,2.0,175,2,360,261,208,4.71,4.6,1,1.78
468,1,59.0,0,11,17,0,8,0,5.0,5.0,140,2,30,120,108,4.95,4.89,0,0.84
471,2,100.0,0,22,48,2,1,2,1.0,1.0,29,6,1125,170,8,4.88,5.0,0,0.2
476,0,88.0,0,23,38,2,2,2,1.0,2.0,55,5,1125,332,23,4.64,4.91,0,0.19
477,0,88.0,0,23,38,2,4,2,1.0,2.0,55,5,1125,334,11,4.73,4.82,0,0.1
481,0,88.0,0,23,38,2,1,0,1.0,1.0,55,5,1125,325,12,4.33,4.58,0,0.1
482,1,97.0,1,21,9,0,2,0,1.0,2.0,150,3,1125,200,268,4.74,4.68,0,2.13
483,0,88.0,0,23,37,2,2,0,1.0,1.0,52,5,1125,333,11,5.0,5.0,0,0.09
487,1,91.0,0,29,17,0,5,0,2.0,2.0,337,3,600,45,38,4.74,4.58,0,0.3
488,1,96.0,1,10,17,0,5,0,2.0,2.0,115,2,1125,137,219,4.79,4.78,0,1.74
491,1,86.0,0,10,9,0,2,0,1.0,1.0,85,5,14,161,26,4.58,4.71,0,0.21
493,1,50.0,0,19,15,0,4,0,2.0,3.0,170,21,80,285,29,4.86,4.93,0,0.23
497,1,61.0,0,22,38,2,2,0,1.0,1.0,66,1,7,138,20,5.0,5.0,0,0.16
500,1,75.0,0,27,17,0,1,0,1.0,1.0,165,7,1125,362,56,4.56,4.73,0,0.45
502,1,66.0,0,10,17,0,6,0,2.0,3.0,185,4,365,143,108,4.69,4.48,0,0.86
511,0,50.0,0,11,17,0,2,0,1.0,1.0,60,2,4,102,83,4.78,4.36,0,1.18
515,2,82.0,1,22,38,2,1,2,1.0,1.0,35,1,3,265,137,4.88,4.91,0,1.11
517,1,83.0,0,12,38,2,2,0,1.0,1.0,50,2,60,108,48,4.91,4.9,0,0.38
521,2,100.0,1,27,44,2,2,2,1.0,1.0,110,2,60,282,285,4.44,4.5,1,2.26
529,1,100.0,0,19,17,0,2,0,1.0,4.0,191,4,7,204,11,4.9,5.0,0,0.08
531,1,58.0,0,11,17,0,4,0,1.0,1.0,155,3,64,314,0,4.74234347618289,4.717493222771488,0,0.0
534,2,98.0,1,11,9,0,6,0,2.0,2.0,183,1,1125,350,116,4.72,4.57,0,0.91
535,1,96.0,1,8,32,2,2,2,1.0,2.0,48,2,28,212,334,4.91,4.96,0,2.69
538,1,100.0,0,14,38,2,1,2,1.0,1.0,32,5,36,308,13,4.92,5.0,0,0.32
539,2,96.0,1,31,44,2,2,2,1.0,1.0,95,1,31,332,424,4.82,4.78,1,3.33
540,2,51.0,1,8,38,2,2,2,1.0,2.0,58,3,1125,363,66,4.73,4.92,0,0.52
543,2,99.0,0,12,44,2,2,2,1.0,1.0,42,1,365,93,197,4.59,4.57,1,1.56
544,2,96.0,1,31,9,0,3,0,2.0,3.0,239,1,31,311,24,4.88,4.67,0,0.23
545,2,100.0,0,11,17,0,2,0,1.0,1.0,250,4,1125,245,9,4.88,5.0,0,0.08
549,0,0.0,0,24,60,3,2,2,1.0,6.0,23,1,1125,266,50,4.54,4.65,0,0.46
554,1,100.0,0,31,17,0,6,0,2.0,4.0,109,10,360,177,88,4.28,4.09,1,0.7
556,0,69.0,0,11,17,0,2,0,1.0,1.0,100,5,30,8,113,4.57,4.39,0,1.04
557,1,94.0,0,29,44,2,2,2,1.0,1.0,61,1,1125,4,111,4.52,4.5,0,0.87
558,2,79.0,1,23,44,2,1,2,1.0,1.0,67,7,60,85,79,4.56,4.45,0,0.62
560,2,96.0,0,32,17,0,8,0,4.0,5.0,901,186,365,362,1,5.0,5.0,0,0.01
563,1,80.0,1,18,17,0,6,0,3.0,3.0,450,4,300,287,9,4.88,5.0,0,0.08
567,1,100.0,0,31,17,0,7,0,2.0,4.0,81,14,180,68,30,4.52,4.28,1,0.24
570,2,67.0,0,30,38,2,3,0,1.0,1.0,90,1,180,365,6,4.67,3.83,0,0.44
573,1,76.0,1,24,17,0,7,0,2.0,5.0,210,2,30,146,54,4.85,4.72,0,1.01
574,2,79.0,1,23,44,2,1,2,1.0,1.0,53,4,21,85,121,4.69,4.57,0,0.95
575,0,0.0,0,18,17,0,2,0,1.0,1.0,100,14,90,210,8,4.86,4.71,0,0.07
580,2,94.0,0,21,17,0,6,0,3.0,3.0,326,30,1125,314,64,4.84,4.88,0,0.51
581,1,75.0,0,21,44,2,2,0,1.0,1.0,60,3,15,344,20,4.71,4.82,0,0.18
582,2,33.0,0,23,38,2,1,1,1.0,1.0,45,5,1125,53,30,4.86,4.79,0,0.27
586,2,99.0,1,9,38,2,1,2,1.0,1.0,35,3,27,352,189,4.81,4.68,0,1.52
587,0,89.0,0,23,38,2,1,2,1.0,1.0,55,1,2,64,49,4.88,4.98,0,0.39
590,2,100.0,0,3,48,2,2,2,1.0,1.0,22,3,7,58,106,4.43,4.29,1,0.84
591,2,48.0,0,5,17,0,2,0,1.0,1.0,120,2,30,333,97,4.64,4.78,0,0.78
592,1,44.0,0,21,17,0,5,0,2.0,2.0,117,5,15,28,33,4.34,3.5,0,0.26
597,0,85.0,0,5,48,2,2,1,1.0,1.0,140,4,1124,110,149,4.76,4.78,0,1.18
599,2,91.0,1,31,38,2,2,1,1.0,1.0,50,2,14,86,306,4.91,4.97,0,2.48
601,1,97.0,0,21,38,2,1,2,1.0,1.0,45,2,1125,65,95,4.69,4.46,0,0.75
603,1,100.0,0,12,17,0,4,0,1.0,2.0,150,28,150,219,159,4.53,4.8,0,1.29
605,0,25.0,0,21,17,0,2,0,1.0,1.0,101,3,120,267,18,4.94,5.0,0,0.15
608,2,98.0,1,25,38,2,4,1,1.0,2.0,76,2,60,347,157,4.88,4.9,0,1.41
611,2,99.0,1,31,38,2,2,1,1.0,1.0,80,2,62,267,365,4.95,4.92,1,2.93
616,1,100.0,0,12,17,0,4,0,1.0,2.0,160,28,150,246,218,4.61,4.78,0,1.73
620,0,33.0,0,11,15,0,2,0,1.0,1.0,190,30,35,338,12,4.73,4.17,0,0.1
622,1,86.0,1,5,17,0,3,0,1.0,2.0,139,2,30,6,139,4.92,4.82,0,1.11
625,2,62.0,1,29,44,2,1,0,1.0,1.0,24,30,90,256,110,4.84,4.92,0,0.89
628,1,79.0,1,18,17,0,4,0,2.0,2.0,100,90,1125,24,27,4.85,4.89,0,0.24
629,2,0.0,0,13,38,2,1,2,1.0,1.0,65,1,1125,45,57,4.67,4.36,0,0.5
630,1,100.0,1,29,48,2,1,2,1.0,1.0,49,75,1000,256,300,4.8,4.78,0,2.45
632,1,42.0,1,18,17,0,6,0,2.0,3.0,184,2,1125,41,18,5.0,4.94,0,0.33
640,1,100.0,0,21,48,2,2,2,1.0,1.0,80,2,28,110,22,4.62,4.76,1,0.18
642,2,90.0,1,3,44,2,2,2,1.0,1.0,40,3,21,57,57,4.79,4.84,0,0.49
647,2,100.0,1,13,38,2,1,0,1.0,1.0,38,2,250,303,183,4.94,4.96,1,1.45
653,2,86.0,1,5,44,2,2,1,1.0,1.0,55,5,180,156,156,4.71,4.71,0,1.24
654,0,77.0,1,29,13,0,4,0,2.0,3.0,160,3,94,66,76,4.88,4.74,0,0.61
655,2,67.0,0,30,43,2,4,2,1.0,1.0,94,1,180,365,10,3.9,3.9,0,0.08
656,2,67.0,0,30,48,2,1,0,1.0,1.0,80,1,1125,365,10,4.89,4.89,0,0.08
663,2,92.0,0,21,17,0,6,0,3.0,3.0,354,5,90,244,70,4.62,4.69,1,0.56
664,2,94.0,1,18,19,0,6,0,3.0,3.0,396,3,20,111,26,5.0,5.0,0,1.39
666,2,86.0,1,29,44,2,1,2,1.0,1.0,60,2,6,11,269,4.82,4.94,0,2.2
668,2,97.0,1,8,38,2,3,2,1.0,2.0,49,2,1125,173,214,4.86,4.92,0,1.68
671,2,100.0,1,25,48,2,2,2,1.0,1.0,72,1,21,319,47,4.59,4.52,1,0.46
678,2,94.0,1,1,38,2,2,1,1.0,1.0,66,1,1125,343,119,4.94,4.97,0,1.48
679,1,50.0,0,31,13,0,8,0,4.0,5.0,329,3,1125,173,45,4.73,4.8,0,0.42
684,2,99.0,0,27,38,2,2,2,1.0,1.0,43,3,180,59,79,4.48,4.9,0,0.88
685,1,100.0,1,19,17,0,4,0,2.0,2.0,186,91,1125,287,57,4.42,4.06,1,0.48
687,0,90.0,1,13,17,0,4,0,2.0,3.0,105,3,1125,109,56,4.87,4.93,0,0.9
