Unnamed: 0,host_response_time,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,instant_bookable,reviews_per_month
36889,2,95.0,1,9,32,2,2,2,1.0,1.0,63,1,90,347,43,4.88,4.84,0,1.06
36893,2,97.0,0,21,32,2,1,2,1.0,1.0,50,2,30,160,32,4.88,4.88,1,0.79
36894,0,44.0,0,23,38,2,3,1,1.0,2.0,100,1,1125,172,13,5.0,4.92,0,1.26
36895,2,96.0,0,5,44,2,2,2,1.0,1.0,124,1,30,145,134,4.6,4.58,0,3.31
36896,2,93.0,0,32,26,2,2,1,1.0,1.0,67,5,365,343,8,4.63,5.0,1,1.12
36897,2,100.0,0,13,9,0,6,0,2.0,3.0,174,2,1125,332,22,4.68,4.73,1,0.56
36903,0,88.0,0,21,17,0,4,0,2.0,2.0,180,4,14,78,9,4.78,4.89,0,0.22
36904,2,78.0,0,19,17,0,2,0,1.0,1.0,150,7,1125,0,9,4.67,5.0,0,0.22
36908,2,96.0,0,5,44,2,2,2,1.0,1.0,108,1,30,144,107,4.58,4.61,0,2.65
36911,0,91.0,0,11,27,2,2,1,1.0,1.0,22,1,90,285,12,4.08,3.42,0,0.3
36915,1,83.0,1,21,13,0,5,0,3.0,3.0,163,3,14,82,45,4.82,4.4,0,1.15
36919,2,96.0,0,5,44,2,2,2,1.0,1.0,108,1,30,149,102,4.67,4.61,0,2.54
36921,2,96.0,0,5,44,2,2,2,1.0,1.0,109,1,30,144,102,4.64,4.64,0,2.53
36924,2,96.0,0,5,44,2,2,0,1.0,1.0,92,1,30,136,170,4.58,4.62,0,4.25
36927,2,93.0,0,3,17,0,5,0,2.0,2.0,171,3,1125,219,31,4.87,4.9,0,0.8
36928,2,99.0,0,6,18,0,3,0,1.0,1.0,216,7,1125,356,6,4.67,4.83,1,0.38
36929,2,92.0,1,17,17,0,8,0,3.0,4.0,251,10,1125,89,43,4.6,4.74,0,1.11
36930,1,72.0,1,10,45,2,2,2,1.0,1.0,40,1,1125,267,13,4.85,4.92,0,0.34
36933,2,99.0,0,11,18,0,3,0,1.0,1.0,203,7,1125,364,7,4.43,4.86,1,0.19
36935,2,94.0,0,3,44,2,3,2,1.0,2.0,120,2,1125,135,14,4.79,4.71,0,3.47
36939,0,100.0,0,32,13,0,6,0,5.0,4.0,1200,14,1125,309,13,5.0,5.0,0,0.34
36953,0,96.0,0,32,44,2,2,0,1.0,1.0,236,3,30,80,1,5.0,5.0,0,0.03
36957,2,98.0,0,18,54,2,2,0,1.0,1.0,92,2,1125,191,28,4.5,4.71,0,0.71
36959,2,98.0,0,18,54,2,2,0,1.0,1.0,155,2,1125,270,23,4.04,4.61,0,0.57
36965,2,98.0,0,18,54,2,2,0,1.0,1.0,157,2,1125,270,41,4.41,4.78,0,1.01
36966,2,98.0,0,18,54,2,2,0,1.0,1.0,154,2,1125,243,36,4.44,4.78,0,0.91
36971,2,95.0,1,10,32,2,3,2,1.0,2.0,31,15,1125,85,36,4.94,4.94,0,1.0
36973,1,99.0,0,1,13,0,15,0,5.0,8.0,266,3,90,337,23,4.52,4.3,0,0.58
36974,2,98.0,0,18,54,2,2,0,1.0,1.0,164,2,1125,183,20,4.3,4.65,0,0.5
36980,2,100.0,0,19,17,0,3,0,1.0,2.0,139,4,40,9,37,4.84,4.81,1,0.92
36992,2,90.0,1,11,17,0,4,0,2.0,3.0,137,2,365,44,67,4.85,4.78,0,1.69
37004,2,97.0,0,21,32,2,2,2,1.0,1.0,25,2,35,53,5,5.0,5.0,1,0.12
37015,2,100.0,0,7,42,2,2,2,1.0,1.0,60,1,1125,23,0,4.74234347618289,4.717493222771488,1,0.0
37016,0,100.0,0,11,9,0,2,0,1.0,1.0,217,2,365,284,2,5.0,5.0,0,0.05
37021,2,96.0,0,5,44,2,2,2,1.0,1.0,111,1,30,147,102,4.69,4.76,0,2.57
37023,2,96.0,0,5,44,2,2,0,1.0,1.0,120,1,30,150,107,4.69,4.64,0,2.65
37025,2,100.0,0,32,17,0,4,0,2.0,2.0,113,1,1125,49,57,4.54,4.42,1,1.42
37027,2,97.0,0,29,17,0,7,0,2.0,6.0,224,1,1125,364,21,4.62,4.57,0,1.06
37028,2,100.0,0,32,17,0,6,0,2.0,3.0,214,2,1125,0,94,4.81,4.7,0,2.39
37031,0,81.0,0,21,17,0,2,0,1.0,1.0,130,2,1125,70,13,5.0,4.92,0,0.32
37034,2,96.0,0,5,44,2,2,2,1.0,1.0,111,1,30,138,119,4.59,4.62,0,2.94
37039,2,100.0,0,21,32,2,1,2,1.0,1.0,30,1,1125,75,4,5.0,5.0,0,0.1
37040,0,100.0,0,29,17,0,2,0,1.0,1.0,70,5,1125,24,7,5.0,4.71,0,0.19
37043,2,98.0,1,32,17,0,6,0,2.0,3.0,188,2,1125,16,20,4.8,4.7,1,3.55
37044,2,96.0,0,5,44,2,2,0,1.0,1.0,114,1,30,145,139,4.61,4.62,0,3.45
37045,0,88.0,0,21,9,0,2,0,1.0,1.0,149,3,1125,11,14,5.0,4.93,0,0.35
37049,2,100.0,1,17,44,2,1,0,1.0,2.0,47,3,1125,314,32,4.84,4.72,0,0.81
37052,2,100.0,0,18,17,0,7,0,2.0,4.0,207,2,1125,237,60,4.77,4.72,1,1.51
37053,2,100.0,1,29,17,0,4,0,2.0,2.0,151,1,1125,51,63,4.78,4.9,0,1.56
37056,2,65.0,0,29,9,0,2,0,1.0,2.0,136,3,1125,129,2,5.0,4.5,0,0.16
37060,1,94.0,1,21,17,0,3,0,2.0,2.0,213,3,1125,8,25,5.0,4.84,0,0.63
37061,2,100.0,0,28,38,2,2,2,1.0,1.0,60,5,90,344,7,4.86,4.57,1,0.18
37063,2,89.0,0,26,38,2,3,2,1.0,1.0,163,2,1125,12,1,5.0,5.0,0,0.29
37072,2,90.0,0,27,17,0,2,0,1.0,1.0,129,7,60,81,29,5.0,4.93,0,0.73
37076,2,100.0,1,24,9,0,2,0,1.0,2.0,159,3,1125,161,21,5.0,4.95,1,5.0
37078,1,67.0,0,31,38,2,2,1,1.0,1.0,160,1,1125,228,13,5.0,5.0,0,0.34
37087,1,89.0,1,29,17,0,2,0,1.0,1.0,95,2,90,93,26,4.92,4.88,0,0.66
37100,1,98.0,0,11,17,0,5,0,2.0,3.0,145,3,1125,18,38,4.55,4.61,0,1.0
37104,1,64.0,1,26,9,0,2,0,1.0,1.0,167,3,60,288,0,4.74234347618289,4.717493222771488,0,0.0
37106,2,69.0,0,11,17,0,2,0,1.0,1.0,100,3,1125,7,13,5.0,4.31,0,0.32
37107,2,96.0,1,24,38,2,2,2,1.0,1.0,150,1,14,364,17,4.76,4.94,0,0.42
37110,2,93.0,0,32,18,0,4,0,1.0,2.0,575,1,8,183,7,5.0,5.0,0,0.25
37111,2,100.0,0,29,32,2,2,0,1.0,1.0,78,5,90,175,1,5.0,5.0,0,0.48
37130,2,93.0,0,32,26,2,1,1,1.0,1.0,68,5,365,344,5,4.6,5.0,1,0.68
37131,2,100.0,0,32,17,0,4,0,2.0,2.0,120,1,1125,40,84,4.58,4.35,1,2.1
37138,2,98.0,1,29,17,0,4,0,2.0,2.0,107,30,180,59,12,5.0,5.0,0,0.3
37145,2,95.0,0,24,38,2,1,2,1.0,1.0,20,1,3,302,0,4.74234347618289,4.717493222771488,0,0.0
37147,2,95.0,0,24,38,2,1,2,1.0,1.0,26,2,1125,61,61,4.3,3.92,0,1.59
37148,2,100.0,1,18,9,0,2,0,1.0,1.0,106,5,90,15,46,4.98,4.98,0,1.21
37150,2,99.0,0,12,17,0,2,0,1.0,1.0,79,1,1125,110,58,4.43,4.71,1,1.46
37155,0,50.0,0,18,17,0,4,0,1.0,2.0,175,3,14,4,16,4.93,4.73,0,0.4
37161,2,99.0,0,19,9,0,2,0,1.0,1.0,219,5,1125,15,14,4.79,4.57,0,0.38
37162,1,88.0,0,10,13,0,12,0,5.0,10.0,400,3,1125,235,17,4.71,4.82,0,0.43
37173,2,100.0,0,21,32,2,1,2,1.0,1.0,35,2,1125,284,9,4.78,4.78,1,0.23
37175,2,100.0,0,21,32,2,1,0,1.0,1.0,35,2,1125,101,8,4.57,4.71,0,0.2
37179,1,78.0,1,32,44,2,2,0,1.0,1.0,59,1,120,10,75,4.73,4.71,0,1.87
37184,2,66.0,1,27,48,2,2,1,1.0,1.0,88,3,6,66,32,4.97,4.97,0,0.81
37187,2,100.0,0,11,32,2,2,0,1.0,1.0,113,1,30,90,5,5.0,5.0,0,0.13
37200,2,100.0,0,19,17,0,2,0,1.0,1.0,84,1,1125,152,45,4.49,4.49,0,1.13
37208,1,91.0,1,13,12,0,2,0,1.0,1.0,150,2,1125,151,111,4.98,4.99,0,2.77
37216,2,95.0,0,24,38,2,1,2,1.0,1.0,24,1,4,92,33,4.67,4.7,0,0.83
37224,2,100.0,1,10,17,0,4,0,2.0,2.0,166,3,60,258,26,4.92,4.73,0,0.66
37229,2,93.0,1,26,13,0,4,0,2.0,2.0,450,1,120,344,22,4.91,4.95,0,0.55
37231,2,97.0,1,25,13,0,8,0,4.0,4.0,500,3,1125,88,30,4.9,4.97,0,0.75
37233,2,42.0,0,27,9,0,5,0,2.0,3.0,201,1,1125,172,5,5.0,5.0,0,0.99
37246,2,100.0,0,32,17,0,6,0,2.0,1.0,557,1,1125,365,6,3.67,3.5,0,0.16
37252,2,100.0,0,5,48,2,3,2,1.0,2.0,81,1,30,79,208,4.65,4.72,0,5.36
37260,2,94.0,1,27,17,0,2,0,1.0,1.0,200,2,1125,13,19,4.84,4.74,0,0.49
37265,2,100.0,0,31,44,2,2,2,1.0,1.0,50,1,1125,114,51,4.8,4.73,1,1.27
37271,1,61.0,1,32,17,0,4,0,1.0,2.0,154,4,42,60,61,4.87,4.8,0,1.53
37289,2,100.0,0,26,44,2,1,2,1.0,1.0,39,5,60,46,2,4.0,5.0,0,1.67
37290,2,99.0,0,30,13,0,10,0,5.0,7.0,450,1,1125,318,42,4.64,4.67,0,1.12
37291,2,93.0,0,19,17,0,4,0,2.0,2.0,393,2,1125,103,65,4.78,4.83,1,1.69
37298,2,100.0,0,5,48,2,3,2,1.0,2.0,80,1,30,64,214,4.67,4.76,0,5.49
37300,0,62.0,1,21,38,2,1,2,1.0,1.0,45,2,1125,331,19,4.89,4.84,0,0.5
37306,2,88.0,1,28,38,2,6,0,3.0,3.0,160,5,30,48,2,5.0,5.0,0,0.38
37317,2,99.0,1,23,44,2,2,2,1.0,1.0,38,1,4,68,68,4.97,4.99,1,1.93
37320,2,92.0,0,27,17,0,4,0,2.0,2.0,140,5,1125,224,3,4.67,4.67,1,0.08
37325,2,61.0,1,29,17,0,2,0,1.0,1.0,301,6,200,86,35,4.79,4.7,0,0.88
37343,2,87.0,0,29,9,0,4,0,1.0,2.0,90,2,31,12,32,4.77,4.52,0,0.83
37370,2,100.0,0,5,48,2,2,2,1.0,1.0,77,1,30,82,180,4.8,4.81,0,4.61
37373,2,98.0,0,12,17,0,2,0,1.0,1.0,125,30,200,221,10,4.9,4.8,0,0.26
37378,2,56.0,0,11,13,0,3,0,2.0,2.0,140,5,30,65,7,4.86,4.71,0,0.18
37387,2,95.0,0,13,38,2,2,2,1.0,1.0,42,7,1125,6,12,4.25,4.33,0,0.3
37393,2,100.0,0,31,17,0,4,0,2.0,2.0,100,2,1125,71,18,4.06,3.5,1,0.46
37399,2,99.0,0,31,32,2,2,2,1.0,1.0,41,1,1125,299,24,4.71,4.54,1,0.63
37404,2,100.0,0,32,17,0,4,0,2.0,3.0,189,1,90,81,54,4.8,4.67,1,1.36
37408,2,99.0,0,31,32,2,2,2,1.0,1.0,60,1,1125,63,16,4.44,4.56,1,0.4
37416,1,95.0,0,27,17,0,8,0,2.0,5.0,109,2,1125,212,79,4.3,4.24,0,2.01
37422,2,99.0,1,19,17,0,2,0,1.0,1.0,183,4,1125,111,15,5.0,5.0,1,0.38
37423,2,98.0,0,6,18,0,6,0,2.0,3.0,250,4,360,135,34,4.35,4.56,1,0.86
37425,2,98.0,0,32,17,0,2,0,1.0,1.0,635,32,1125,282,12,4.5,4.92,0,0.31
37428,2,98.0,0,32,17,0,6,0,3.0,3.0,1933,32,1125,326,12,4.83,4.92,0,0.3
37432,2,98.0,0,32,17,0,2,0,1.0,1.0,722,32,1125,284,5,5.0,5.0,0,0.13
37440,2,98.0,0,32,17,0,2,0,1.0,1.0,1081,32,1125,340,5,4.6,5.0,0,0.13
37454,2,98.0,0,32,17,0,6,0,3.0,3.0,1008,32,1125,200,7,4.86,5.0,0,0.18
37458,2,100.0,0,32,9,0,4,0,1.0,3.0,150,1,1125,40,93,4.37,4.17,1,2.37
37470,2,98.0,0,32,17,0,4,0,1.0,1.0,165,2,1125,150,24,4.88,4.58,0,0.66
37474,2,50.0,0,3,38,2,1,2,1.0,1.0,32,2,60,214,12,5.0,5.0,1,0.3
37484,2,73.0,0,31,17,0,5,0,2.0,4.0,165,3,1125,23,24,4.85,4.9,0,0.61
37487,2,92.0,1,32,44,2,2,0,1.0,1.0,70,2,1125,129,52,4.79,4.85,0,1.32
37494,2,93.0,0,19,17,0,4,0,2.0,2.0,214,7,90,13,11,4.73,5.0,1,0.3
37503,1,88.0,0,7,38,2,1,2,1.0,1.0,43,15,30,44,10,5.0,5.0,0,0.26
37511,2,100.0,0,29,44,2,2,0,1.0,1.0,69,1,29,133,39,4.13,4.15,1,0.98
37515,2,98.0,1,3,42,2,2,1,1.0,1.0,76,15,1125,128,59,4.85,4.85,0,1.49
37517,2,98.0,1,3,44,2,1,2,1.0,1.0,54,15,1125,179,18,5.0,4.89,0,0.5
37522,2,95.0,0,29,44,2,2,1,1.0,1.0,115,3,1125,182,4,4.5,5.0,0,0.11
37544,2,89.0,0,24,44,2,2,2,1.0,1.0,46,2,1125,334,9,4.78,4.78,1,0.23
37546,2,100.0,0,29,38,2,1,2,1.0,1.0,32,14,28,62,14,4.64,4.5,0,0.35
37555,2,100.0,0,32,13,0,4,0,2.0,2.0,543,3,1125,302,98,4.93,4.91,0,2.5
37557,1,69.0,0,11,9,0,2,0,1.0,1.0,80,5,60,121,18,4.71,4.41,0,0.46
37560,2,78.0,0,31,17,0,6,0,3.0,4.0,270,183,1125,364,0,4.74234347618289,4.717493222771488,0,0.0
37561,0,83.0,0,11,38,2,2,2,1.0,1.0,80,2,1125,194,15,5.0,4.93,0,0.39
37563,2,98.0,1,9,38,2,2,2,1.0,1.0,29,2,21,69,82,4.91,4.87,0,2.18
37572,2,100.0,1,32,17,0,8,0,3.0,3.0,290,2,28,54,80,4.93,4.85,0,2.07
37576,2,96.0,1,12,38,2,1,2,1.0,1.0,39,7,90,87,8,5.0,5.0,0,0.2
37585,1,0.0,0,1,38,2,3,1,1.0,2.0,75,3,30,84,0,4.74234347618289,4.717493222771488,0,0.0
37595,2,100.0,0,8,9,0,8,0,3.0,4.0,324,7,1125,156,12,4.67,4.75,1,0.31
37600,1,89.0,1,30,17,0,4,0,2.0,2.0,120,5,1125,69,11,4.82,4.82,0,0.29
37601,2,100.0,0,17,9,0,2,0,1.0,1.0,189,4,1125,156,9,4.56,4.78,1,0.23
37622,2,76.0,1,8,12,0,2,0,2.0,2.0,120,3,1125,233,34,4.94,4.76,0,1.71
37628,2,87.0,1,1,9,0,3,0,2.0,2.0,170,1,365,340,21,4.95,4.95,0,3.54
37632,2,86.0,0,13,17,0,5,0,2.0,3.0,130,2,60,37,36,4.67,4.61,0,0.93
37649,2,91.0,0,18,9,0,5,0,2.0,3.0,200,1,365,74,1,5.0,4.0,1,0.35
37651,1,76.0,1,5,48,2,1,2,1.0,1.0,55,7,1125,61,7,4.71,4.86,0,0.19
37662,2,100.0,0,17,9,0,4,0,2.0,2.0,238,7,1125,140,9,4.56,4.0,1,0.28
37663,2,52.0,0,11,44,2,1,2,1.0,1.0,70,4,8,41,1,4.0,5.0,0,0.03
37673,1,93.0,1,3,9,0,2,0,1.0,1.0,145,7,1125,327,24,4.92,4.92,0,0.71
37681,2,100.0,1,32,13,0,4,0,2.0,2.0,591,3,1125,306,38,4.95,5.0,0,0.96
37684,2,88.0,0,18,17,0,4,0,2.0,2.0,220,1,1125,41,7,5.0,5.0,1,0.18
37692,2,100.0,0,19,17,0,4,0,2.0,3.0,250,3,1125,100,0,4.74234347618289,4.717493222771488,1,0.0
37696,2,96.0,0,11,17,0,4,0,1.0,2.0,94,2,91,33,9,4.78,4.11,1,0.23
37698,2,85.0,0,32,44,2,2,2,1.0,1.0,146,2,10,13,46,4.7,4.13,0,1.17
37701,2,100.0,0,19,17,0,4,0,2.0,2.0,238,3,90,269,18,4.22,4.17,0,0.5
37702,2,100.0,0,19,17,0,6,0,3.0,4.0,286,3,1125,159,18,4.72,4.61,0,0.5
37704,0,82.0,0,5,44,2,2,2,1.0,1.0,60,3,1125,28,19,4.94,4.89,0,0.49
37713,2,94.0,1,13,19,0,16,0,7.0,15.0,717,5,1125,34,15,4.93,4.87,1,0.43
37721,2,100.0,0,19,9,0,7,0,4.0,4.0,559,3,1125,141,15,4.91,4.82,1,0.39
37725,2,100.0,0,19,9,0,4,0,2.0,2.0,408,3,1125,354,22,4.55,4.73,1,0.57
37726,1,91.0,1,19,44,2,2,2,1.0,1.0,65,4,60,141,31,4.97,4.97,0,0.79
37727,2,100.0,0,19,9,0,6,0,3.0,3.0,483,3,1125,352,20,4.68,4.53,1,0.53
37729,1,70.0,1,1,17,0,5,0,2.0,3.0,100,1,365,34,137,4.85,4.81,0,3.48
37734,1,73.0,1,9,38,2,1,2,1.0,1.0,45,2,1125,180,9,4.78,5.0,0,1.48
37739,2,64.0,1,1,17,0,4,0,1.0,2.0,120,14,1125,365,4,4.75,4.75,0,0.24
37743,2,89.0,0,24,44,2,3,2,1.0,2.0,46,2,1125,306,29,4.41,4.41,1,0.75
37744,2,100.0,1,29,17,0,4,0,2.0,2.0,164,1,1125,87,38,4.71,4.63,0,1.02
37754,2,100.0,1,29,17,0,4,0,2.0,2.0,182,1,1125,92,65,4.92,4.89,0,2.22
37757,2,98.0,1,3,44,2,2,2,1.0,1.0,65,15,1125,353,28,4.93,4.89,0,0.73
37759,1,91.0,1,19,44,2,2,2,1.0,1.0,58,4,28,68,30,4.9,4.87,0,0.77
37770,2,100.0,0,12,13,0,6,0,3.0,3.0,212,2,1125,10,26,4.81,4.73,0,0.67
37773,1,50.0,0,29,9,0,2,0,1.0,1.0,150,6,1125,137,10,4.9,5.0,0,0.29
37779,2,88.0,0,11,44,2,1,1,1.0,1.0,56,30,365,256,22,4.86,4.86,0,0.57
37782,2,100.0,0,32,17,0,2,0,1.0,1.0,110,2,1125,17,0,4.74234347618289,4.717493222771488,1,0.0
37792,2,100.0,0,12,13,0,4,0,3.0,3.0,225,2,60,263,17,4.88,5.0,0,0.44
37793,1,22.0,0,32,44,2,2,2,1.0,1.0,130,3,1125,178,2,5.0,5.0,0,0.05
37801,2,99.0,1,32,17,0,2,0,1.0,1.0,142,4,180,151,6,4.83,5.0,1,0.17
37810,2,99.0,1,19,32,2,2,2,1.0,1.0,80,1,360,164,12,4.5,4.58,0,0.95
37818,2,99.0,1,32,17,0,1,0,1.0,1.0,162,4,1125,105,3,5.0,5.0,1,0.11
37820,2,61.0,0,13,44,2,1,1,1.0,1.0,116,1,31,157,10,5.0,5.0,0,0.26
37821,2,96.0,1,26,66,0,2,0,1.0,1.0,70,2,1125,85,99,4.96,4.96,0,2.53
37829,2,100.0,0,32,17,0,4,0,2.0,2.0,200,2,1125,10,21,4.48,4.57,1,0.54
37830,2,100.0,0,18,17,0,4,0,1.0,2.0,119,2,1125,216,27,4.78,4.78,0,0.78
37831,2,100.0,0,18,17,0,2,0,1.0,1.0,142,2,1125,162,20,4.5,4.85,0,0.53
37832,2,99.0,1,19,17,0,4,0,1.0,2.0,180,3,1125,61,44,4.84,4.8,0,1.15
37851,2,86.0,1,27,38,2,2,1,1.0,1.0,106,3,180,351,24,5.0,5.0,0,0.62
37853,2,94.0,1,22,38,2,2,2,1.0,1.0,45,1,1125,324,64,4.89,4.8,0,1.72
37855,1,80.0,0,31,9,0,2,0,1.0,1.0,150,5,1125,85,22,4.95,4.86,0,0.57
37856,2,96.0,0,27,32,2,1,2,1.0,1.0,75,3,14,37,9,5.0,5.0,0,2.35
37875,2,100.0,0,21,44,2,1,2,1.0,1.0,31,2,1125,288,8,4.43,4.71,0,0.2
37878,1,100.0,1,18,17,0,6,0,2.0,3.0,350,2,60,346,12,4.83,4.83,0,0.33
37881,2,90.0,0,26,38,2,1,2,1.0,1.0,55,2,1125,48,32,5.0,5.0,0,2.99
37883,2,100.0,0,32,17,0,8,0,2.0,4.0,269,2,1125,272,34,4.65,4.59,1,0.87
37886,2,80.0,0,19,44,2,1,0,1.0,1.0,229,1,3,179,0,4.74234347618289,4.717493222771488,0,0.0
37889,0,46.0,0,3,17,0,2,0,1.0,1.0,230,1,1125,364,6,5.0,4.83,0,0.16
37892,1,100.0,1,16,32,2,2,1,1.0,1.0,45,1,1125,344,1,2.0,1.0,1,0.03
37900,2,100.0,1,19,44,2,1,2,1.0,1.0,63,1,9,38,89,4.84,4.92,0,2.29
37936,1,100.0,0,10,13,0,4,0,2.0,2.0,104,2,7,6,2,5.0,5.0,0,0.57
37940,2,100.0,1,24,13,0,10,0,5.0,6.0,280,1,1125,22,21,4.55,4.65,1,0.55
37941,2,95.0,1,18,17,0,2,0,1.0,1.0,123,5,200,344,47,4.85,4.72,1,1.25
37943,2,78.0,0,19,17,0,3,0,2.0,2.0,325,4,1125,0,4,4.5,3.75,0,0.11
37951,2,90.0,0,26,38,2,1,2,1.0,1.0,60,2,1125,8,38,4.84,4.89,0,0.97
37952,1,95.0,1,29,32,2,2,1,1.0,1.0,96,28,120,99,27,5.0,4.89,0,0.7
37969,0,88.0,0,11,17,0,2,0,1.0,1.0,185,5,14,145,5,5.0,4.8,0,0.14
37970,0,84.0,0,19,13,0,6,0,3.0,3.0,400,7,90,291,5,5.0,5.0,0,0.14
37982,1,75.0,1,5,17,0,5,0,3.0,2.0,389,7,1125,242,6,5.0,5.0,0,0.16
37983,2,97.0,0,32,44,2,2,0,1.0,1.0,171,1,30,166,48,4.92,4.9,0,1.25
37991,2,94.0,1,27,17,0,4,0,1.0,2.0,136,75,1125,190,17,4.82,4.71,0,0.44
37996,2,58.0,0,12,17,0,2,0,1.0,1.0,120,1,10,22,13,4.69,4.62,0,0.34
38001,1,96.0,1,19,53,2,2,1,1.0,1.0,78,3,30,75,49,4.67,4.88,0,1.26
38004,2,98.0,0,32,54,2,2,0,1.0,1.0,163,2,1125,345,9,3.56,4.22,0,0.23
38020,2,96.0,0,31,44,2,3,1,1.0,2.0,120,1,30,76,186,4.56,4.51,0,4.79
38023,1,96.0,1,12,38,2,1,1,1.0,1.0,82,10,365,136,1,5.0,5.0,0,0.83
38035,2,100.0,0,19,44,2,2,1,1.0,1.0,73,3,14,38,15,4.87,4.93,0,0.4
38038,2,100.0,0,11,17,0,5,0,3.0,3.0,389,3,1125,18,8,4.5,4.75,1,0.21
38047,2,99.0,0,30,17,0,2,0,1.0,1.0,111,1,1125,120,62,4.61,4.44,1,1.68
38052,2,70.0,1,21,17,0,6,0,3.0,3.0,363,3,90,165,17,4.59,4.76,1,0.44
38061,2,96.0,0,31,44,2,1,2,1.0,1.0,70,1,30,71,146,4.7,4.78,0,3.77
38066,1,97.0,0,21,38,2,1,2,1.0,1.0,55,3,1125,70,32,4.81,4.53,0,0.88
38068,2,96.0,0,31,44,2,1,2,1.0,1.0,65,1,30,73,142,4.68,4.71,0,3.78
38069,2,55.0,0,17,9,0,2,0,1.0,2.0,195,5,365,359,3,4.67,5.0,0,0.16
38071,1,78.0,0,31,17,0,2,0,1.0,1.0,92,3,1125,22,43,4.72,4.4,0,1.13
38072,2,100.0,0,20,17,0,2,0,1.0,2.0,54,2,91,130,11,4.64,4.91,0,0.29
38077,0,67.0,0,3,9,0,5,0,3.0,4.0,199,5,365,13,6,5.0,5.0,0,0.17
38102,1,100.0,0,14,37,2,3,2,1.0,2.0,79,1,1125,320,0,4.74234347618289,4.717493222771488,1,0.0
38107,1,100.0,0,14,37,2,2,2,1.0,2.0,83,1,1125,336,0,4.74234347618289,4.717493222771488,1,0.0
38115,2,100.0,0,5,48,2,4,2,1.0,2.0,93,1,30,85,194,4.75,4.86,0,5.02
38120,1,74.0,1,14,38,2,1,2,1.0,1.0,24,10,1125,7,14,4.86,4.57,0,0.49
38132,1,82.0,0,18,44,2,6,1,3.0,4.0,221,2,1125,52,30,4.87,4.7,0,1.61
38134,0,82.0,1,1,13,0,6,0,3.0,4.0,185,7,1125,252,12,4.75,4.5,0,0.34
38136,2,100.0,1,26,38,2,2,2,1.0,1.0,50,2,1100,63,62,4.89,4.94,1,1.6
38148,2,99.0,0,32,17,0,4,0,1.0,1.0,119,1,1125,324,79,4.38,4.18,0,2.07
38149,2,100.0,0,32,17,0,2,0,1.0,1.0,126,1,1125,88,42,4.45,4.29,0,1.08
38156,2,98.0,1,27,17,0,4,0,2.0,2.0,191,6,90,221,6,5.0,5.0,0,0.16
38164,1,80.0,0,21,17,0,2,0,1.0,1.0,130,14,1125,17,0,4.74234347618289,4.717493222771488,0,0.0
38171,1,100.0,0,19,9,0,2,0,1.0,1.0,149,28,1125,56,12,4.67,4.42,0,0.32
38173,0,68.0,0,18,44,2,1,2,1.0,1.0,83,2,1125,7,32,4.97,5.0,0,0.83
38179,2,100.0,0,32,17,0,2,0,1.0,1.0,104,2,1125,20,5,4.6,4.8,1,0.13
38216,1,93.0,0,25,66,0,3,0,1.0,2.0,73,2,300,76,36,4.86,4.72,0,0.98
38218,2,93.0,0,31,17,0,6,0,3.0,3.0,490,4,999,337,14,4.93,5.0,0,0.52
38223,2,100.0,0,18,44,2,2,2,1.0,1.0,71,2,7,36,1,5.0,5.0,0,1.0
38229,2,83.0,0,25,38,2,4,2,1.0,2.0,70,3,180,43,1,5.0,5.0,0,0.09
38231,0,85.0,0,11,48,2,1,2,1.0,1.0,35,7,66,52,3,5.0,4.33,0,0.18
38236,2,96.0,0,31,44,2,2,1,1.0,1.0,110,1,30,82,162,4.63,4.6,0,4.2
38246,2,96.0,0,31,44,2,2,1,1.0,1.0,120,1,30,84,163,4.75,4.74,0,4.32
38248,0,70.0,0,19,17,0,4,0,2.0,3.0,205,5,21,41,9,4.89,5.0,0,0.72
38252,2,99.0,1,21,32,2,1,2,1.0,1.0,33,1,31,40,163,4.88,4.79,0,4.25
38253,2,90.0,0,19,15,0,2,0,1.0,1.0,180,2,1125,19,4,5.0,4.5,0,0.45
38258,2,97.0,1,21,17,0,5,0,2.0,3.0,340,4,360,185,19,4.95,4.95,0,0.5
38260,2,100.0,0,12,9,0,2,0,1.0,1.0,80,4,1125,6,6,4.33,4.5,1,0.31
38274,1,100.0,1,11,44,2,1,0,1.0,1.0,30,21,1125,196,19,5.0,5.0,0,0.5
38277,2,89.0,0,21,48,2,2,1,1.0,1.0,107,2,7,71,11,5.0,5.0,0,0.3
38280,1,100.0,1,11,17,0,2,0,1.0,1.0,95,5,1125,124,17,4.94,4.94,0,0.44
38296,2,50.0,0,29,6,0,2,0,1.0,1.0,120,5,1125,8,7,4.43,4.71,0,0.19
38298,1,69.0,0,31,17,0,4,0,2.0,2.0,131,3,90,57,8,4.88,4.88,0,1.32
38305,2,100.0,1,27,32,2,2,2,1.0,1.0,75,13,1125,179,6,5.0,5.0,0,0.17
38308,0,56.0,1,10,15,0,2,0,1.0,1.0,55,2,1125,331,4,4.25,3.75,0,0.11
38310,2,98.0,0,29,38,2,1,2,1.0,1.0,21,1,1125,242,8,4.25,4.25,1,0.21
